id_a,id_b,cosine_distance
58,792,0.037789029354294686
58,336,0.03706739670736536
58,735,0.03582173528437266
58,398,0.028818791622216955
59,162,0.12271731824509838
59,840,0.1054218444387513
59,991,0.07872832966421683
59,593,0.0624243598730211
59,765,0.05716477115537531
59,138,0.05448140264292644
59,668,0.051663016609343006
59,842,0.04786663719261856
59,978,0.045285899958569416
59,611,0.04087828486183863
60,138,0.08740623357624569
60,930,0.08063701944517865
60,784,0.06396240338562513
60,242,0.057180077871669954
60,221,0.05499936013208917
60,430,0.053556302304280885
60,262,0.05234784338173428
60,675,0.04389985503570143
60,540,0.04331160854556892
60,792,0.04307686229991088
61,497,0.10117222175159665
61,323,0.05629337809594265
61,392,0.05373299927607374
61,648,0.04816022645524194
61,1009,0.0455004686962633
61,1010,0.0455004686962633
61,930,0.03501490063240042
61,735,0.0334527410246179
61,486,0.031348683760792945
61,360,0.028603089793173476
62,792,0.0728831280793284
62,991,0.06548837765197826
62,336,0.05008357812541453
62,389,0.04996425389602313
62,162,0.04771656575243327
62,840,0.04757474999231441
62,360,0.045988426025271714
62,842,0.04428480741924542
62,832,0.04387208786666581
62,668,0.042739236420958324
63,241,0.06432285920402882
63,842,0.05546139098573173
63,225,0.04311503849992211
63,1009,0.037588216000437435
63,1010,0.037588216000437435
63,991,0.030266826090064772
63,138,0.029310778236563566
63,540,0.024562179163652165
63,497,0.015196642568114326
63,668,0.013688121874451406
64,7,0.08308866075012039
64,995,0.05716689600111287
64,360,0.0471612701774842
64,792,0.04048974144026657
64,545,0.03935064883613798
64,182,0.03614593495639932
64,784,0.031104955477493104
64,845,0.03049991765430169
64,338,0.03040065352864584
64,785,0.029586551759018604
65,300,0.09935746360370015
65,784,0.0687769081052135
65,316,0.06544868580215094
65,12,0.061471831035843374
65,540,0.060163616046806236
65,675,0.05807356702159854
65,995,0.054054183418813184
65,217,0.04731074819516543
65,50,0.04710829632037129
65,486,0.04513362841324399
66,389,0.055341659517872406
66,675,0.046066562350781895
66,995,0.04287820670387358
66,300,0.04182673134268243
66,784,0.03729222595010426
66,138,0.03285373290311314
66,540,0.02753114459289253
66,972,0.02368333870372233
66,497,0.017033544177073413
66,765,0.015022838710883364
67,997,0.052402714776863625
67,42,0.050704858733744196
67,174,0.03447018122409793
67,784,0.03378393164997232
67,138,0.02976299318604011
67,540,0.024941131387979966
67,972,0.021455310741714046
67,497,0.015431100653658445
67,765,0.013609553821649066
67,50,0.013397223593991033
68,833,0.07457943369398116
68,951,0.06776382658121205
68,262,0.045862297165841705
68,300,0.041974451636722004
68,784,0.030900303008320164
68,832,0.02795040045747812
68,182,0.02762091003409664
68,12,0.026335588075957088
68,224,0.0206069520195952
68,545,0.017117422681623688
69,930,0.16515652108777312
69,972,0.0946156772098031
69,262,0.06551039251411353
69,308,0.057700154685991455
69,174,0.05521894745121876
69,300,0.054655497618897084
69,472,0.04747557634185151
69,221,0.04361675743432445
69,242,0.04294675016466261
69,430,0.04199718551497597
70,242,0.06608823396018804
70,7,0.05718844413181907
70,540,0.04523040051850345
70,336,0.04107232633832987
70,765,0.02926065734716451
70,300,0.02802692224101901
70,930,0.02797454108443744
70,832,0.027369635472790112
70,972,0.027366765712653035
70,593,0.027089669738330664
71,262,0.15181189010787766
71,930,0.13547243798790326
71,995,0.1276274731216661
71,242,0.1127840726650308
71,300,0.09702555841202068
71,784,0.0921596210818592
71,972,0.09020936977892584
71,845,0.07471896127441585
71,765,0.06888237796738056
71,611,0.055498667294278166
72,221,0.12607854112389114
72,930,0.1249652134441849
72,756,0.11903730624784378
72,675,0.11281720476335175
72,262,0.08527658586373324
72,242,0.08047827341480004
72,138,0.07203999577446905
72,762,0.06947028828120873
72,972,0.06185948259461315
72,430,0.06167727232944573
73,224,0.13651000852132214
73,845,0.13631592143092466
73,242,0.12090953486655143
73,398,0.11906806794693583
73,930,0.10972314261890945
73,262,0.09028102498237454
73,389,0.07499745399281964
73,217,0.06500463545618654
73,42,0.06470749669705747
73,300,0.054663199383703676
74,930,0.22359907258024697
74,242,0.19627041418642846
74,262,0.11576365470754404
74,651,0.10465311572466049
74,221,0.09864220959036508
74,675,0.08964781825985896
74,472,0.08926614862562902
74,784,0.08632724750595754
74,972,0.08557302161077701
74,762,0.08068302434834704
75,336,0.11855485993497544
75,389,0.08624830218949521
75,540,0.06895415975302786
75,832,0.05373572757047565
75,42,0.047884243874104185
75,545,0.04749943949298292
75,868,0.04320140718388207
75,523,0.04139287853969119
75,224,0.038012743781908886
75,593,0.03562967219155969
76,1013,0.08611085155613238
76,788,0.07834876610931013
76,978,0.07617242983130526
76,338,0.07266279381457644
76,821,0.06838545101349827
76,42,0.045412944280379425
76,389,0.04106387594596771
76,296,0.039936226599799785
76,221,0.038913370222591906
76,756,0.03879812448644261
77,336,0.04373482453638974
77,972,0.028133182012555526
77,497,0.011877086323834772
77,832,0.011711345744598258
77,182,0.011573287748841631
77,162,0.010946442420848182
77,792,0.010564043238974155
77,842,0.01015917819920643
77,389,0.010085285436509363
77,978,0.010081029886505976
78,991,0.07049836039146713
78,217,0.06274491911092275
78,611,0.0576891736701955
78,296,0.03881312335061103
78,262,0.03283280256728208
78,225,0.03164590826176701
78,182,0.02882616753054311
78,668,0.02795840364719082
78,735,0.02754750765123489
78,338,0.025022357712759576
79,842,0.0872488598799444
79,138,0.05895750345937909
79,788,0.05331566204446064
79,182,0.04407949570106721
79,300,0.04145431490050634
79,225,0.03931741644719211
79,991,0.038403676332369234
79,338,0.03804862789869648
79,845,0.029824588831719817
79,832,0.027604046199042626
80,182,0.13525648557999773
80,792,0.08868113165939218
80,118,0.0856837314609201
80,833,0.06345888676753722
80,472,0.06128071665210107
80,868,0.060338368843403184
80,845,0.05022305074602304
80,995,0.037211234523175374
80,832,0.03538695419800202
80,545,0.03423889984543635
81,338,0.09190626634432428
81,354,0.08959519707768179
81,1013,0.08659453679768433
81,118,0.08441089806882118
81,875,0.08415824588265791
81,7,0.08355358207288058
81,153,0.08189242397887912
81,930,0.08027567969141053
81,785,0.07948676890453316
81,868,0.07753219086954624
82,756,0.1432354717863895
82,651,0.07449502773554782
82,840,0.04826203837540443
82,930,0.03482627721515434
82,316,0.03405647053889528
82,648,0.028745291741161985
82,217,0.028067528692057832
82,486,0.02677593271701529
82,262,0.026596738066100162
82,138,0.02623468774086844
83,153,0.1328704570604004
83,930,0.11886793443696661
83,486,0.09242970562401903
83,875,0.07177954275011966
83,217,0.06949745112105918
83,540,0.06267155881360606
83,354,0.05954159531478635
83,784,0.04877452813496489
83,42,0.04834246983797501
83,316,0.04829926637680823
84,792,0.1349821518096525
84,118,0.10350559590974893
84,833,0.09053674421069619
84,785,0.07337629823430912
84,472,0.06697309124900075
84,868,0.06594320861661387
84,221,0.039155874793307135
84,262,0.027306819840730252
84,735,0.022911075804506933
84,788,0.02269630383121709
85,182,0.10780200336068346
85,868,0.0908953599749917
85,792,0.08177841788781462
85,833,0.06758082900743236
85,118,0.06290639518436318
85,338,0.05366285049870738
85,788,0.049935900775047934
85,832,0.048873873588030935
85,300,0.0413594433607056
85,995,0.03675478979394825
86,182,0.08392372899593341
86,972,0.041022753141922386
86,338,0.039631330093353456
86,788,0.03670598455179344
86,354,0.03450882615595896
86,875,0.03174914584963606
86,930,0.030542365029086256
86,792,0.025840457598227805
86,845,0.025311040984299607
86,242,0.02471560475388243
87,842,0.0804485162957129
87,792,0.0793760094042519
87,300,0.07439340809701243
87,225,0.054397473878568026
87,338,0.051488989192334016
87,991,0.03757977266096404
87,788,0.03634660410920021
87,182,0.036307260445588664
87,995,0.03526586748336628
87,930,0.035216684705400625
88,242,0.08544042751189194
88,930,0.06451035733340067
88,182,0.0591241889051462
88,784,0.04734771585211481
88,991,0.04570844862486741
88,785,0.04503641378762076
88,611,0.038294444063577
88,1010,0.036369937114934844
88,1009,0.036369937114934844
88,735,0.031867808126567
89,182,0.08064745782333066
89,821,0.08046247559493819
89,430,0.06632926045175268
89,803,0.06602217965764103
89,792,0.058649920966026683
89,930,0.03535703770233961
89,242,0.028611751849830114
89,845,0.028554932242807803
89,788,0.02834398887538444
89,832,0.02711948860959984
90,182,0.07719804414785926
90,868,0.07371445772618486
90,308,0.06846492753738904
90,972,0.06189606934778058
90,845,0.05903239951054064
90,832,0.058833593496737155
90,262,0.0430667144031347
90,354,0.04132466192413534
90,792,0.03951835869561909
90,118,0.037451366489675966
91,486,0.0909320706102919
91,153,0.08086923185062675
91,785,0.06383635254877645
91,651,0.05738783360156676
91,338,0.05535730708271132
91,832,0.04671011227841687
91,217,0.04370005399930184
91,784,0.04001830968368104
91,392,0.03982776874935182
91,354,0.03671513938094078
92,486,0.10391392146656743
92,153,0.09241446885777327
92,50,0.06728990444123185
92,497,0.044030834527731585
92,868,0.03664307476142368
92,930,0.03523792227744905
92,821,0.032267668694384286
92,785,0.029450813838438502
92,413,0.0
92,338,0.0
93,995,0.18167979876170906
93,972,0.10918081000899604
93,765,0.09641996919650764
93,930,0.09538233879113744
93,611,0.09350953464309897
93,593,0.09181976708029398
93,840,0.0909519427921685
93,354,0.08154731362322232
93,338,0.07666483608543498
93,182,0.07617827473633067
94,784,0.1672758612645203
94,845,0.13479624517623193
94,868,0.1275311947440026
94,840,0.11125015246616818
94,153,0.10974460459317689
94,338,0.09960812144803893
94,875,0.09743844882703581
94,821,0.0949846946031171
94,398,0.08813031189599282
94,785,0.07503015983529622
95,398,0.10764120411694666
95,118,0.09745351081294129
95,833,0.09601309159753164
95,832,0.08626308588153583
95,486,0.08297241566163849
95,930,0.0772131355322573
95,840,0.06887756945911726
95,1013,0.06720399724077168
95,153,0.05840966815981198
95,217,0.05329673289356554
96,832,0.05299698022492982
96,792,0.04807922710257223
96,300,0.0440755651768802
96,42,0.0432792382840183
96,593,0.04086765998152352
96,951,0.040714375490657664
96,360,0.0375696329671569
96,765,0.033804933362326525
96,540,0.030975787141915685
96,162,0.02710484691898325
97,398,0.14473280494704024
97,845,0.10440402371838356
97,832,0.06867962214655517
97,42,0.06689077312435297
97,354,0.06580929456643067
97,1013,0.06417653940378641
97,833,0.05748887260324329
97,217,0.052927358656134266
97,756,0.04856292942526132
97,413,0.04838142860277902
98,338,0.12231462818665476
98,354,0.08860797490935488
98,497,0.07954345475205524
98,389,0.07775470197035722
98,978,0.055214015970278835
98,832,0.05352015799988946
98,182,0.052889241117476456
98,1009,0.047527192470442306
98,1010,0.047527192470442306
98,756,0.04642249917554567
99,540,0.1295030416886657
99,951,0.08524101811873326
99,875,0.07147306012202852
99,845,0.06389282556104416
99,765,0.04860622695729737
99,138,0.033902236688259646
99,593,0.030647805483702033
99,497,0.01757715776268302
99,50,0.015260422310685284
99,7,0.01516385105353103
100,398,0.1782637550836788
100,868,0.10508954384418295
100,788,0.10315544301500339
100,930,0.09707527760046335
100,217,0.08689947926221045
100,42,0.08671121210802256
100,7,0.07869710564003105
100,845,0.0750693063037205
100,997,0.0691707638375133
100,354,0.06601925389655582
101,788,0.12835930430967907
101,296,0.11090054417291947
101,138,0.08536571306218307
101,675,0.07951485768614858
101,370,0.07679528148844582
101,930,0.07428043659294639
101,997,0.06579326736222445
101,221,0.06386510451196764
101,875,0.05600465177736262
101,756,0.054893539163089894
102,486,0.13209342408410885
102,153,0.10204396589898793
102,118,0.09673917181911429
102,308,0.09494623983647554
102,182,0.06864628200465103
102,978,0.0435406022771279
102,354,0.04052276993295551
102,991,0.03998815926569884
102,832,0.035390600257076535
102,221,0.029856229315293525
103,821,0.13924325231522536
103,296,0.08033590506326248
103,182,0.07084207705744132
103,845,0.024740379613992333
103,788,0.021751168153595145
103,430,0.02147118172146762
103,564,0.021163880366384915
103,784,0.020193721401094905
103,785,0.01920795494701825
103,262,0.014372862588492262
104,540,0.06298762703005564
104,241,0.041778645534535086
104,12,0.029692377687837706
104,803,0.028546268062243644
104,300,0.02086955065296988
104,497,0.0140813871142628
104,832,0.013884886289638165
104,182,0.013721205734537117
104,162,0.012978022475312236
104,792,0.012524652788056567
105,842,0.07537187999322385
105,316,0.04442868532383414
105,875,0.03842633215473692
105,497,0.013337945861363214
105,832,0.013151819499003506
105,182,0.012996780626427923
105,162,0.012292834488438955
105,792,0.011863400918100252
105,389,0.011325756795975283
105,978,0.011320977821232835
106,651,0.07957660500573639
106,675,0.07835057836705178
106,784,0.06589044353029647
106,972,0.054534576312121615
106,930,0.05011909922182741
106,486,0.04459212825491838
106,221,0.04413632054016066
