title,description,genre,website_url,image_url,description_length,id,k_means_cluster
"Desertification: Causes, Impacts and Management","Yahya's nomadic family has been forced off their land on the fringes of the Sahara, because of desertification. Through his story, the impacts of desertification and its causes are looked at. Stages 4-5 Geography",Education,https://iview.abc.net.au/show/desertification-causes-impacts-and-management/video/ZW2054A001S00,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2054A001S00_5dc37a66c6a41.jpg,34,274,11
Designing A Legacy,"Comedian, architecture enthusiast and design nerd Tim Ross takes us across Australia to meet the families whose lives have been shaped by the exceptional designs of their iconic homes.","Documentary, Lifestyle",https://iview.abc.net.au/show/designing-a-legacy/video/FA1901H001S00,https://cdn.iview.abc.net.au/thumbs/i/fa/FA1901H001S00_600a19122edbc_1920.jpg,29,275,12
The Detectives,Follows Manchester's homicide detectives over the course of a year as they try to unravel complex cases in dramatic real time.,Documentary,https://iview.abc.net.au/show/detectives,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW3122A_6170bee533656_1920.jpg,21,276,3
Devil's Advocate,"Follow the story of Simon Plowright, a cinematographer and nature lover who has become one of the Tasmanian Devils greatest advocates.",Documentary,https://iview.abc.net.au/show/devil-s-advocate/video/ZW1101A001S00,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW1101A001S00_5b162148e8587_1280.jpg,21,277,10
Devil's Knot,The Arkansas town of West Memphis makes national headlines when three teenagers are arrested for the brutal murders of three little boys. Based on true events and the novel by Mara Leveritt.,"Drama, Movies",https://iview.abc.net.au/show/devil-s-knot/video/ZW2844A001S00,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2844A001S00_609bb5ddc89aa_1920.jpg,32,278,0
Devolution: A Devo Theory,"Enter the minds of one of history's most misunderstood bands. With hits such as 'Whip It' & 'Freedom of Choice', they shared a trailblazing environmental message but were often mocked. 40 years later, we ask: were Devo right?","Arts and culture, Documentary",https://iview.abc.net.au/show/devolution-a-devo-theory/video/ZW2602A001S00,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2602A001S00_602c553e284cc_1280.jpg,38,279,13
Diana,"To mark what would have been her 60th birthday, we celebrate Diana's life. A rich tapestry of footage, photos and letters piece together her journey from shy nursery assistant to finding her voice as the Princess of Wales.",Documentary,https://iview.abc.net.au/show/diana/video/ZW3041A001S00,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW3041A001S00_60d2d52d6f733_1920.jpg,38,280,13
Dickensian,"Set within the fictional realms of Charles Dickens' critically acclaimed novels, Dickensian brings together some of literature's most iconic characters, including Scrooge, Fagin and Miss Havisham, as their lives intertwine in 19th century London.",Drama,https://iview.abc.net.au/show/dickensian,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2708A_605a6a3303c18_1280.jpg,34,281,0
The Dinner,How far would you go to protect your children? A riveting look at the savage reality hidden beneath the surface of four middle class lives.,"Drama, Movies",https://iview.abc.net.au/show/dinner/video/ZW2889A001S00,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2889A001S00_609cddc0e7e5c_1280.jpg,25,282,0
Dino Dana,"Dino Dana returns with more action, excitement and prehistoric creatures than ever before! Dana goes on a submarine adventure, meets her first prehistoric insect, and she and her family sing in their first musical episode.",Kids,https://iview.abc.net.au/show/dino-dana,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2502A_60b713d83d07c_1920.jpg,35,283,9
Dinosaur Train,"This season on Dinosaur Train, join Buddy and his friends as they meet lots of new friends and travel to rivers, mountains, canyons and even the rainforest in their Nature Trackers Adventure Camp!",Kids,https://iview.abc.net.au/show/dinosaur-train,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW0052A553f2b65e4ed04.90943600_1280.jpg,33,284,9
dirtgirlworld: Songs,"Sing-a-long with dirtgirl and her funky pop songs, guitars with attitude, beats, grooves and loops, all blended with a tractor to make up the infectiously cool music.",Kids,https://iview.abc.net.au/show/dirtgirlworld-songs,https://cdn.iview.abc.net.au/thumbs/i/ck/CK2014H_5faa19e0a6ae8_1280.jpg,27,285,9
dirtgirlworld,"Dirtgirl wears gumboots, grows awesome tomatoes, knows the names of clouds and drives an orange tractor. She hangs out in her garden with her friends, Scrapboy, Hayman, Grubby and many more!",Kids,https://iview.abc.net.au/show/dirtgirlworld,https://cdn.iview.abc.net.au/thumbs/i/ch/CH0701H550a06e5d77746.78078640_1280.jpg,31,286,9
Doc Martin: On The Edge,"All is not well in Portwenn, home of Doctor Martin Ellingham, as the peaceful life in the village has been shattered with the arrival of a hoard of new tourists, having been drawn in by the discovery of a very rare sight.",Drama,https://iview.abc.net.au/show/doc-martin-on-the-edge,https://cdn.iview.abc.net.au/thumbs/i/zy/ZY8746A_60b03c8b48f61_1280.jpg,42,287,9
Doc Martin,The GP with a brusque bedside manner and a phobia of blood is joined by a cast of oddball characters in the idyllic hamlet of Portwenn in Cornwall.,Drama,https://iview.abc.net.au/show/doc-martin,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW1293A_59c9fab7c0249.jpg,28,288,10
Doctor Who: Eve of the Daleks,"On New Year's Eve, the appearance of an executioner Dalek means Sarah and Nick's countdown to midnight will be the strangest and deadliest they have ever known. Can the Doctor, Yaz and Dan save them?",Family,https://iview.abc.net.au/show/doctor-who-eve-of-the-daleks/video/ZW3223A001S00,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW3223A001S00_61baaf4ed6779_1920.jpg,35,289,3
Doctor Who: Twice Upon A Time,The magical final chapter of Peter Capaldi's journey as the Twelfth Doctor sees the Time Lord team up with his former self and a returning Bill Potts. Two Doctors stranded in an Arctic snowscape refuse to face regeneration.,Family,https://iview.abc.net.au/show/doctor-who-twice-upon-a-time/video/ZW1440A001S00,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW1440A001S00_5a39d1fccd769.jpg,38,290,1
Doctor Who,"An epic six-part adventure that takes the Doctor and her friends to the edge of the universe and beyond, in a battle for survival.",Family,https://iview.abc.net.au/show/doctor-who,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW3175A_617647a5f29f5.jpg,24,291,9
Dodo,"Totally unprepared for the potential pitfalls of his first year at secondary school and with new situations and embarrassments around every corner, small events mean big drama for Joe!",Family,https://iview.abc.net.au/show/dodo,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2989A_610b76779dc84_1920.jpg,29,292,3
Dog Loves Books,"Dog loves books. He loves the smell of them; he loves the sound of them. But most of all, he loves the stories inside them!",Kids,https://iview.abc.net.au/show/dog-loves-books,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW1285A_5e96769818f68.jpg,25,293,9
Doing It In Public: The Kaldor Projects Education Shorts,"Weaving together past and present stories of ephemeral works, the narrative unfolds across many of the Kaldor projects, revelling in the public moments of John Kaldor's and shares the delights of his private passion for art.",Education,https://iview.abc.net.au/show/doing-it-in-public-the-kaldor-projects-education-shorts,https://cdn.iview.abc.net.au/thumbs/i/ck/CK1938H_5d96e6362c4e4.jpg,36,294,3
Dot.,"Dot is an inquisitive, exuberant, tech-savvy 8-year-old girl who embarks on hilarious adventures and conquers each new challenge the same way any 8-year-old would - by messing up a lot and laughing even more.",Kids,https://iview.abc.net.au/show/dot,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW0656A_5941d63a5cf03.jpg,34,295,9
Dr Kwane: The Street Vet,"Dr Kwane is on a mission to help the pets and people of America who need it the most  the homeless. From treating simple ailments on the side of the road, to major emergencies.","Documentary, Lifestyle",https://iview.abc.net.au/show/dr-kwane-the-street-vet,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2973A_60b5ed2495396_1280.jpg,35,296,9
Dragons: Riders Of Berk,"Follows the adventures of master dragon trainer Hiccup, his faithful dragon Toothless and his friends on Berk, as our heroes explore wild frontiers and discover new dragon species, all while battling against fierce enemies.",Family,https://iview.abc.net.au/show/dragons-riders-of-berk,https://cdn.iview.abc.net.au/thumbs/i/zx/ZX9605A52cf491f94dbb9.47116668_981.jpg,34,297,9
Dream Gardens,"Michael McCoy charts the evolution of gardens from design to the spectacular end-result. From inner-city courtyards to country properties, everyday Aussies share the adventure of making their dream a reality.",Lifestyle,https://iview.abc.net.au/show/dream-gardens,https://cdn.iview.abc.net.au/thumbs/i/fr/FR1706H_60c852878ba2e.jpg,30,298,12
The Drum,"A tapestry of voices with a range of opinions and viewpoints. Ellen Fanning and Julia Baird lead the conversations that will get the nation talking, joined by our informed panel plus revealing discussions with special guests.","News and current affairs, Panel and discussion",https://iview.abc.net.au/show/drum,https://cdn.iview.abc.net.au/thumbs/i/nc/NC2207H_61e63dd5efec4.jpg,36,299,4
Dubboo: Life Of A Songman,"Bangarra Dance Theatre joins forces with some of our most celebrated and iconic Indigenous artists in this beautiful commemorative show at Carriageworks, honouring composer and actor David Page - Bangarra's long-time songman.","Arts and culture, Documentary",https://iview.abc.net.au/show/dubboo-life-of-a-songman/video/AC1942H001S00,https://cdn.iview.abc.net.au/thumbs/i/ac/AC1942H001S00_60deb1b5e65c1_1920.jpg,32,300,13
Dyad 1929,"Wayne McGregor's Dyad 1929, made on The Australian Ballet and featuring an electrifying score by Steve Reich, tests the limits of classical movement in a laboratory-white set.",Arts and culture,https://iview.abc.net.au/show/dyad-1929/video/ZW2974A001S00,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2974A001S00_60ac35de42352_1280.jpg,27,301,14
Eagle Vs. Shark,A story of two awkward misfits and the strange ways that they go about to fall in love when destiny brings them together.,"Comedy, Movies",https://iview.abc.net.au/show/eagle-vs-shark/video/ZW2890A001S00,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2890A001S00_60a1bb52b995d_1920.jpg,23,302,10
Eco Eye: Sustainable Solutions,We investigate the critical environmental issues affecting our world as well as the impact our surroundings have on our physical and mental wellbeing.,Education,https://iview.abc.net.au/show/eco-eye-sustainable-solutions,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2261A_5eb0f299ee07a.jpg,23,303,1
Ecomaths,A new way of showing how maths is used in the real world to help create a sustainable future. Stefan Gates meets people using maths to find innovative solutions to the ecological challenges of our age. Stages 3-4 Maths and Science.,Education,https://iview.abc.net.au/show/ecomaths,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW0834A_5ade76b6140b7_1280.jpg,41,304,11
Elders,Two Elders feel that their grandson is old enough to learn important lessons that will equip him with the tools to maintain the future survival of his culture. But is he ready for the challenge that is placed before him?,Arts and culture,https://iview.abc.net.au/show/elders/video/IP1802V001S00,https://cdn.iview.abc.net.au/thumbs/i/ip/IP1802V001S00_5f97abe755a94.jpg,40,305,13
The Elegant Gentleman's Guide To Knife Fighting,"Sketch comedy, but not as you know it. With longer scenes, less traditional material and a surprising cast, The Elegant Gentleman's Guide to Knife Fighting is at times random, occasionally surreal, and often ridiculous.",Comedy,https://iview.abc.net.au/show/elegant-gentleman-s-guide-to-knife-fighting,https://cdn.iview.abc.net.au/thumbs/i/le/LE1248H_60ac9388cf832_1280.jpg,34,306,1
Emma!,"You're invited to a playdate with Emma! Join in the bowtiful adventures and find an opportunity for expression, fun and problem solving alongside Emma.",Kids,https://iview.abc.net.au/show/emma,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW3105A_6149778b41f53.jpg,24,307,7
Employable Me Australia,"The Rose d'Or nominated series follows six individuals with disabilities on their journey to find a job; highlighting their skills and talents, as they work with experts and job coaches to harness their strengths.",Documentary,https://iview.abc.net.au/show/employable-me-australia,https://cdn.iview.abc.net.au/thumbs/i/do/DO1829H_5c998df729622.jpg,34,308,6
The End Of The Affair,"The year is 1939, and while England is at war, a tumultuous love affair is about to begin that will carry a tragic price tag.","Drama, Movies",https://iview.abc.net.au/show/end-of-the-affair/video/ZW3027A001S00,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW3027A001S00_60c170e1bcf22_1280.jpg,25,309,0
